"date","day","nonmembers","faculty_staff","community_members","alumni","students","pe_staff","student_offterm","other","total","weekend","covid","closed","day_after_closed","finals_week","dead_week"
"2020-01-29","Wednesday",15,226,57,46,4476,20,19,42,4901,0,0,0,0,0,0
"2020-01-30","Thursday",16,200,56,39,4032,18,11,39,4411,0,0,0,0,0,0
"2020-01-31","Friday",15,170,55,36,2490,11,13,24,2814,0,0,0,0,0,0
"2020-02-01","Saturday",9,72,41,24,2259,3,12,25,2445,1,0,0,0,0,0
"2020-02-02","Sunday",9,50,33,22,1493,0,4,12,1623,1,0,0,0,0,0
"2020-02-03","Monday",13,211,61,41,4487,14,16,45,4888,0,0,0,0,0,0
"2020-02-04","Tuesday",20,207,65,43,4504,16,16,46,4917,0,0,0,0,0,0
"2020-02-05","Wednesday",20,197,68,55,4454,9,14,44,4861,0,0,0,0,0,0
"2020-02-06","Thursday",23,195,63,42,4082,14,22,47,4488,0,0,0,0,0,0
"2020-02-07","Friday",9,163,72,43,2404,7,15,30,2743,0,0,0,0,0,0
"2020-02-08","Saturday",6,57,39,17,1702,5,10,12,1848,1,0,0,0,0,0
"2020-02-09","Sunday",7,57,36,24,2062,2,9,30,2227,1,0,0,0,0,0
"2020-02-10","Monday",24,214,65,51,4465,12,15,40,4886,0,0,0,0,0,0
"2020-02-11","Tuesday",22,215,64,55,4373,17,25,49,4820,0,0,0,0,0,0
"2020-02-12","Wednesday",12,203,78,49,4433,15,17,31,4838,0,0,0,0,0,0
"2020-02-13","Thursday",15,200,62,37,3646,15,15,31,4021,0,0,0,0,0,0
"2020-02-14","Friday",17,130,51,36,2142,8,12,33,2429,0,0,0,0,0,0
"2020-02-15","Saturday",5,56,37,25,1489,1,11,21,1645,1,0,0,0,0,0
"2020-02-16","Sunday",11,51,42,19,1933,2,7,9,2074,1,0,0,0,0,0
"2020-02-17","Monday",11,204,60,43,4266,16,15,32,4647,0,0,0,0,0,0
"2020-02-18","Tuesday",23,225,76,47,4365,14,16,47,4813,0,0,0,0,0,0
"2020-02-19","Wednesday",11,204,69,40,4169,17,15,33,4558,0,0,0,0,0,0
"2020-02-20","Thursday",23,185,70,39,3666,37,15,40,4075,0,0,0,0,0,0
"2020-02-21","Friday",14,179,61,48,2142,9,12,26,2491,0,0,0,0,0,0
"2020-02-22","Saturday",3,59,36,23,1367,3,6,17,1514,1,0,0,0,0,0
"2020-02-23","Sunday",7,60,41,37,2060,1,4,18,2228,1,0,0,0,0,0
"2020-02-24","Monday",9,244,65,57,4185,18,15,45,4638,0,0,0,0,0,0
"2020-02-25","Tuesday",20,219,76,44,3861,11,11,39,4281,0,0,0,0,0,0
"2020-02-26","Wednesday",17,206,75,53,4314,15,16,49,4745,0,0,0,0,0,0
"2020-02-27","Thursday",19,201,62,42,3562,19,10,32,3947,0,0,0,0,0,0
"2020-02-28","Friday",12,135,55,39,2121,6,12,35,2415,0,0,0,0,0,0
"2020-02-29","Saturday",8,67,42,24,1533,5,8,21,1708,1,0,0,0,0,0
"2020-03-01","Sunday",6,41,47,34,1915,1,9,14,2067,1,0,0,0,0,0
"2020-03-02","Monday",13,217,63,48,4185,23,16,36,4601,0,0,0,0,0,0
"2020-03-03","Tuesday",12,194,72,53,4151,17,15,38,4552,0,0,0,0,0,0
"2020-03-04","Wednesday",10,181,60,54,4033,16,15,30,4399,0,0,0,0,0,0
"2020-03-05","Thursday",13,175,58,39,3613,15,9,30,3952,0,0,0,0,0,0
"2020-03-06","Friday",15,144,50,47,2343,11,12,29,2651,0,0,0,0,0,0
"2020-03-07","Saturday",6,48,27,28,1812,3,13,10,1947,1,0,0,0,0,0
"2020-03-08","Sunday",5,54,46,25,1652,0,7,12,1801,1,0,0,0,0,0
"2020-03-09","Monday",11,186,58,39,3870,17,15,29,4225,0,0,0,0,0,1
"2020-03-10","Tuesday",13,198,61,43,3565,15,10,26,3931,0,0,0,0,0,1
"2020-03-11","Wednesday",9,163,46,48,3389,20,14,20,3709,0,0,0,0,0,1
"2020-03-12","Thursday",15,142,51,31,2440,10,11,21,2721,0,0,0,0,0,1
"2020-03-13","Friday",5,114,40,28,1468,11,7,12,1685,0,0,0,0,0,1
"2020-03-14","Saturday",4,44,25,15,921,3,6,8,1026,1,0,0,0,0,1
"2020-03-15","Sunday",5,34,29,15,783,2,3,5,876,1,0,0,0,0,1
"2020-03-16","Monday",8,96,31,34,820,9,4,13,1015,0,0,0,0,1,0
"2020-03-17","Tuesday",6,89,25,28,623,4,7,8,790,0,0,0,0,1,0
"2020-03-18","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2020-03-19","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-03-20","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-03-21","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-03-22","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-03-23","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-03-24","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-03-25","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-03-26","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-03-27","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-03-28","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-03-29","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-03-30","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-03-31","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-01","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-02","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-03","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-04","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-04-05","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-04-06","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-07","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-08","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-09","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-10","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-11","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-04-12","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-04-13","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-14","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-15","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-16","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-17","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-18","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-04-19","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-04-20","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-21","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-22","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-23","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-24","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-25","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-04-26","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-04-27","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-28","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-29","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-04-30","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-01","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-02","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-05-03","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-05-04","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-05","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-06","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-07","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-08","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-09","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-05-10","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-05-11","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-12","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-13","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-14","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-15","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-16","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-05-17","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-05-18","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-19","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-20","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-21","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-22","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-23","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-05-24","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-05-25","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-26","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-27","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-28","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-29","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-05-30","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-05-31","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-06-01","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-06-02","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-06-03","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-06-04","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-06-05","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-06-06","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
"2020-06-07","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
"2020-06-08","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-06-09","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-06-10","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-06-11","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-06-12","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-06-13","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-06-14","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-06-15","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-16","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-17","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-18","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-19","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-20","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-06-21","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-06-22","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-23","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-24","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-25","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-26","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-27","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-06-28","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-06-29","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-06-30","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-01","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-02","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-03","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-04","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-07-05","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-07-06","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-07","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-08","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-09","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-10","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-11","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-07-12","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-07-13","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-14","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-15","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-16","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-17","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-18","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-07-19","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-07-20","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-21","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-22","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-23","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-24","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-25","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-07-26","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-07-27","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-28","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-29","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-30","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-07-31","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-01","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-02","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-03","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-04","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-05","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-06","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-07","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-08","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-09","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-10","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-11","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-12","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-13","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-14","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-15","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-16","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-17","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-18","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-19","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-20","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-21","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-22","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-23","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-24","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-25","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-26","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-27","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-28","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-08-29","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-30","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-08-31","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-09-01","Tuesday",0,0,0,0,0,2,0,0,2,0,1,1,1,0,0
"2020-09-02","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-09-03","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-09-04","Friday",0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2020-09-05","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"2020-09-06","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-09-07","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-09-08","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-09-09","Wednesday",0,0,0,0,3,0,0,0,3,0,1,0,1,0,0
"2020-09-10","Thursday",0,0,0,0,0,13,0,0,13,0,1,1,0,0,0
"2020-09-11","Friday",0,0,0,0,4,4,0,0,8,0,1,0,1,0,0
"2020-09-12","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"2020-09-13","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-09-14","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-09-15","Tuesday",0,0,0,0,5,0,0,0,5,0,1,0,1,0,0
"2020-09-16","Wednesday",0,0,0,0,11,0,0,0,11,0,1,0,0,0,0
"2020-09-17","Thursday",0,0,0,0,7,30,0,0,37,0,1,0,0,0,0
"2020-09-18","Friday",0,0,0,0,1,1,0,0,2,0,1,0,0,0,0
"2020-09-19","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"2020-09-20","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-09-21","Monday",13,0,0,0,720,10,0,0,743,0,1,0,1,0,0
"2020-09-22","Tuesday",17,0,0,0,819,7,0,0,843,0,1,0,0,0,0
"2020-09-23","Wednesday",27,4,0,0,897,3,0,0,931,0,1,0,0,0,0
"2020-09-24","Thursday",23,0,0,0,1033,5,0,0,1061,0,1,0,0,0,0
"2020-09-25","Friday",24,2,0,1,1031,8,0,0,1066,0,1,0,0,0,0
"2020-09-26","Saturday",11,0,0,0,1021,1,0,0,1033,1,1,0,0,0,0
"2020-09-27","Sunday",9,0,0,0,888,3,0,2,902,1,1,0,0,0,0
"2020-09-28","Monday",27,1,0,1,1784,4,0,0,1817,0,1,0,0,0,0
"2020-09-29","Tuesday",33,1,0,1,1866,5,0,0,1906,0,1,0,0,0,0
"2020-09-30","Wednesday",31,2,0,1,1778,3,0,0,1815,0,1,0,0,0,0
"2020-10-01","Thursday",30,1,0,0,1598,2,0,0,1631,0,1,0,0,0,0
"2020-10-02","Friday",34,1,0,1,1372,3,0,0,1411,0,1,0,0,0,0
"2020-10-03","Saturday",10,0,0,0,886,3,0,1,900,1,1,0,0,0,0
"2020-10-04","Sunday",15,0,0,0,765,1,0,0,781,1,1,0,0,0,0
"2020-10-05","Monday",37,2,0,0,1764,1,0,0,1804,0,1,0,0,0,0
"2020-10-06","Tuesday",31,1,0,1,1730,2,0,0,1765,0,1,0,0,0,0
"2020-10-07","Wednesday",30,2,0,0,1482,4,0,0,1518,0,1,0,0,0,0
"2020-10-08","Thursday",34,2,0,0,1537,3,0,0,1576,0,1,0,0,0,0
"2020-10-09","Friday",37,2,0,0,1202,1,0,1,1243,0,1,0,0,0,0
"2020-10-10","Saturday",19,0,0,0,710,0,0,0,729,1,1,0,0,0,0
"2020-10-11","Sunday",19,0,0,1,662,2,0,0,684,1,1,0,0,0,0
"2020-10-12","Monday",44,2,0,0,1590,1,0,0,1637,0,1,0,0,0,0
"2020-10-13","Tuesday",45,1,0,1,1551,4,0,1,1603,0,1,0,0,0,0
"2020-10-14","Wednesday",34,2,0,0,1377,4,0,1,1418,0,1,0,0,0,0
"2020-10-15","Thursday",29,1,0,0,1410,3,0,1,1444,0,1,0,0,0,0
"2020-10-16","Friday",35,4,0,0,1222,2,0,1,1264,0,1,0,0,0,0
"2020-10-17","Saturday",9,0,0,0,689,0,0,0,698,1,1,0,0,0,0
"2020-10-18","Sunday",19,0,0,0,680,1,0,0,700,1,1,0,0,0,0
"2020-10-19","Monday",39,2,0,0,1658,4,0,1,1704,0,1,0,0,0,0
"2020-10-20","Tuesday",41,1,0,0,1708,2,0,1,1753,0,1,0,0,0,0
"2020-10-21","Wednesday",26,2,0,0,1476,3,0,0,1507,0,1,0,0,0,0
"2020-10-22","Thursday",34,1,0,0,1399,3,0,1,1438,0,1,0,0,0,0
"2020-10-23","Friday",29,1,0,0,1153,1,0,1,1185,0,1,0,0,0,0
"2020-10-24","Saturday",14,0,0,0,739,0,0,0,753,1,1,0,0,0,0
"2020-10-25","Sunday",13,0,0,0,660,1,0,0,674,1,1,0,0,0,0
"2020-10-26","Monday",26,2,0,0,1578,2,0,1,1609,0,1,0,0,0,0
"2020-10-27","Tuesday",35,1,0,0,1650,1,0,1,1688,0,1,0,0,0,0
"2020-10-28","Wednesday",34,2,0,0,1515,2,0,1,1554,0,1,0,0,0,0
"2020-10-29","Thursday",27,1,0,0,1380,2,0,1,1411,0,1,0,0,0,0
"2020-10-30","Friday",28,2,0,0,1107,0,0,1,1138,0,1,0,0,0,0
"2020-10-31","Saturday",16,0,0,0,646,1,0,0,663,1,1,0,0,0,0
"2020-11-01","Sunday",11,0,0,0,492,1,0,0,504,1,1,0,0,0,0
"2020-11-02","Monday",35,2,0,0,1640,0,0,0,1677,0,1,0,0,0,0
"2020-11-03","Tuesday",30,1,0,0,1746,0,0,1,1778,0,1,0,0,0,0
"2020-11-04","Wednesday",26,1,0,0,1512,2,0,0,1541,0,1,0,0,0,0
"2020-11-05","Thursday",34,3,0,0,1564,1,0,0,1602,0,1,0,0,0,0
"2020-11-06","Friday",37,1,0,0,1345,3,0,0,1386,0,1,0,0,0,0
"2020-11-07","Saturday",13,0,0,0,669,0,0,0,682,1,1,0,0,0,0
"2020-11-08","Sunday",14,0,0,0,697,0,0,0,711,1,1,0,0,0,0
"2020-11-09","Monday",33,1,0,0,1712,0,0,1,1747,0,1,0,0,0,0
"2020-11-10","Tuesday",37,1,0,0,1783,0,0,0,1821,0,1,0,0,0,0
"2020-11-11","Wednesday",27,2,0,0,1509,2,0,1,1541,0,1,0,0,0,0
"2020-11-12","Thursday",33,1,0,0,1574,3,0,0,1611,0,1,0,0,0,0
"2020-11-13","Friday",29,2,0,0,1272,1,0,1,1305,0,1,0,0,0,0
"2020-11-14","Saturday",12,0,0,0,697,1,0,0,710,1,1,0,0,0,0
"2020-11-15","Sunday",17,0,0,0,736,2,0,0,755,1,1,0,0,0,0
"2020-11-16","Monday",29,2,0,0,1513,0,0,1,1545,0,1,0,0,0,0
"2020-11-17","Tuesday",25,2,0,0,1542,2,0,1,1572,0,1,0,0,0,0
"2020-11-18","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2020-11-19","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-11-20","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-11-21","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-11-22","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-11-23","Monday",0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2020-11-24","Tuesday",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2020-11-25","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2020-11-26","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-11-27","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2020-11-28","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-11-29","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"2020-11-30","Monday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-12-01","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-12-02","Wednesday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-12-03","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-12-04","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"2020-12-05","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
"2020-12-06","Sunday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
"2020-12-07","Monday",0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
"2020-12-08","Tuesday",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2020-12-09","Wednesday",0,1,0,0,0,0,0,0,1,0,1,1,1,1,0
"2020-12-10","Thursday",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-12-11","Friday",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2020-12-12","Saturday",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
