"date","day","nonmembers","faculty_staff","community_members","alumni","students","pe_staff","student_offterm","other","total","weekend","covid","closed","day_after_closed","finals_week","dead_week"
"2015-11-18","Wednesday",11,0,52,52,4085,5,0,0,4205,0,0,0,0,0,0
"2015-11-19","Thursday",11,0,55,32,3803,5,0,3,3909,0,0,0,0,0,0
"2015-11-20","Friday",13,0,38,35,2506,4,0,0,2596,0,0,0,0,0,0
"2015-11-21","Saturday",8,0,19,18,1024,0,0,0,1069,1,0,0,0,0,0
"2015-11-22","Sunday",15,0,26,44,1607,0,0,0,1692,1,0,0,0,0,0
"2015-11-23","Monday",10,0,45,59,3708,4,0,0,3826,0,0,0,0,0,0
"2015-11-24","Tuesday",22,0,45,50,3005,4,0,1,3127,0,0,0,0,0,0
"2015-11-25","Wednesday",9,0,33,32,1564,2,0,0,1640,0,0,0,0,0,0
"2015-11-26","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015-11-27","Friday",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"2015-11-28","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2015-11-29","Sunday",8,0,26,34,1277,0,0,0,1345,1,0,0,1,0,0
"2015-11-30","Monday",14,0,51,45,3668,5,0,0,3783,0,0,0,0,0,1
"2015-12-01","Tuesday",11,1,55,52,3824,6,0,1,3950,0,0,0,0,0,1
"2015-12-02","Wednesday",14,0,50,59,3774,5,0,1,3903,0,0,0,0,0,1
"2015-12-03","Thursday",11,0,68,29,3553,5,0,1,3667,0,0,0,0,0,1
"2015-12-04","Friday",9,0,45,39,2514,1,0,0,2608,0,0,0,0,0,1
"2015-12-05","Saturday",5,0,34,32,1766,1,0,0,1838,1,0,0,0,0,1
"2015-12-06","Sunday",6,0,37,20,1470,0,0,0,1533,1,0,0,0,0,1
"2015-12-07","Monday",12,1,59,48,2189,2,0,0,2311,0,0,0,0,1,0
"2015-12-08","Tuesday",11,0,67,52,2123,3,0,0,2256,0,0,0,0,1,0
"2015-12-09","Wednesday",10,0,49,43,1682,0,0,0,1784,0,0,0,0,1,0
"2015-12-10","Thursday",5,0,28,24,992,1,0,0,1050,0,0,0,0,1,0
"2015-12-11","Friday",8,0,40,33,818,0,0,0,899,0,0,0,0,1,0
"2015-12-12","Saturday",0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
"2015-12-13","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2015-12-14","Monday",16,0,41,37,713,4,0,0,811,0,0,0,1,0,0
"2015-12-15","Tuesday",9,1,44,42,598,0,0,0,694,0,0,0,0,0,0
"2015-12-16","Wednesday",11,0,33,37,521,1,0,0,603,0,0,0,0,0,0
"2015-12-17","Thursday",13,0,35,30,498,0,0,0,576,0,0,0,0,0,0
"2015-12-18","Friday",9,0,32,35,452,2,0,0,530,0,0,0,0,0,0
"2015-12-19","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2015-12-20","Sunday",0,0,0,0,2,0,0,0,2,1,0,0,1,0,0
"2015-12-21","Monday",16,0,31,31,397,2,0,0,477,0,0,0,0,0,0
"2015-12-22","Tuesday",7,0,30,27,334,1,0,0,399,0,0,0,0,0,0
"2015-12-23","Wednesday",13,0,28,29,283,1,0,0,354,0,0,0,0,0,0
"2015-12-24","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015-12-25","Friday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2015-12-26","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2015-12-27","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2015-12-28","Monday",11,1,35,44,468,1,0,0,560,0,0,0,1,0,0
"2015-12-29","Tuesday",7,0,29,25,410,1,0,0,472,0,0,0,0,0,0
"2015-12-30","Wednesday",7,0,23,37,394,1,0,0,462,0,0,0,0,0,0
"2015-12-31","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2016-01-01","Friday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2016-01-02","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2016-01-03","Sunday",0,0,17,7,724,1,0,0,749,1,0,0,1,0,0
"2016-01-04","Monday",16,0,47,54,4878,9,0,0,5004,0,0,0,0,0,0
"2016-01-05","Tuesday",15,1,52,49,5208,6,0,0,5331,0,0,0,0,0,0
"2016-01-06","Wednesday",22,0,50,56,4774,7,0,0,4909,0,0,0,0,0,0
"2016-01-07","Thursday",12,0,42,51,4578,5,0,0,4688,0,0,0,0,0,0
"2016-01-08","Friday",17,0,41,43,3224,2,0,0,3327,0,0,0,0,0,0
"2016-01-09","Saturday",11,0,32,32,2173,0,0,0,2248,1,0,0,0,0,0
"2016-01-10","Sunday",13,0,31,29,2038,0,0,0,2111,1,0,0,0,0,0
"2016-01-11","Monday",14,0,60,62,5138,9,0,0,5283,0,0,0,0,0,0
"2016-01-12","Tuesday",20,2,66,61,5257,5,0,0,5411,0,0,0,0,0,0
"2016-01-13","Wednesday",12,1,63,68,5005,3,0,0,5152,0,0,0,0,0,0
"2016-01-14","Thursday",14,0,51,55,4670,12,0,0,4802,0,0,0,0,0,0
"2016-01-15","Friday",14,0,40,42,2841,3,0,0,2940,0,0,0,0,0,0
"2016-01-16","Saturday",10,0,32,27,1812,0,0,0,1881,1,0,0,0,0,0
"2016-01-17","Sunday",8,0,36,33,1813,0,0,0,1890,1,0,0,0,0,0
"2016-01-18","Monday",11,1,43,49,2205,2,0,0,2311,0,0,0,0,0,0
"2016-01-19","Tuesday",13,1,54,49,5127,7,0,2,5253,0,0,0,0,0,0
"2016-01-20","Wednesday",17,2,59,68,4998,4,0,0,5148,0,0,0,0,0,0
"2016-01-21","Thursday",10,0,60,50,4599,7,0,1,4727,0,0,0,0,0,0
"2016-01-22","Friday",20,0,56,46,3210,9,0,0,3341,0,0,0,0,0,0
"2016-01-23","Saturday",3,0,34,31,2173,2,0,0,2243,1,0,0,0,0,0
"2016-01-24","Sunday",11,0,36,39,2375,2,0,0,2463,1,0,0,0,0,0
"2016-01-25","Monday",11,1,65,61,4871,7,0,0,5016,0,0,0,0,0,0
"2016-01-26","Tuesday",12,1,75,59,4888,11,0,1,5047,0,0,0,0,0,0
"2016-01-27","Wednesday",9,0,69,54,4897,14,0,0,5043,0,0,0,0,0,0
"2016-01-28","Thursday",11,0,58,50,4535,6,0,1,4661,0,0,0,0,0,0
"2016-01-29","Friday",16,0,46,44,2921,3,0,0,3030,0,0,0,0,0,0
"2016-01-30","Saturday",8,0,33,26,2140,0,0,0,2207,1,0,0,0,0,0
"2016-01-31","Sunday",7,0,31,34,2393,2,0,0,2467,1,0,0,0,0,0
"2016-02-01","Monday",15,1,57,59,4950,5,0,0,5087,0,0,0,0,0,0
"2016-02-02","Tuesday",11,1,64,43,4922,4,0,1,5046,0,0,0,0,0,0
"2016-02-03","Wednesday",11,1,65,59,4630,7,0,0,4773,0,0,0,0,0,0
"2016-02-04","Thursday",13,0,64,37,4356,7,0,1,4478,0,0,0,0,0,0
"2016-02-05","Friday",13,0,39,52,2790,2,0,0,2896,0,0,0,0,0,0
"2016-02-06","Saturday",3,0,42,29,2208,3,0,0,2285,1,0,0,0,0,0
"2016-02-07","Sunday",4,0,26,22,1371,0,0,0,1423,1,0,0,0,0,0
"2016-02-08","Monday",17,1,71,58,4781,5,0,0,4933,0,0,0,0,0,0
"2016-02-09","Tuesday",11,1,61,48,4747,5,0,1,4874,0,0,0,0,0,0
"2016-02-10","Wednesday",12,1,63,57,4654,6,0,0,4793,0,0,0,0,0,0
"2016-02-11","Thursday",10,0,66,45,4102,4,0,0,4227,0,0,0,0,0,0
"2016-02-12","Friday",13,0,53,47,2670,3,0,0,2786,0,0,0,0,0,0
"2016-02-13","Saturday",9,0,37,23,1822,0,0,0,1891,1,0,0,0,0,0
"2016-02-14","Sunday",10,0,41,28,1879,1,0,0,1959,1,0,0,0,0,0
"2016-02-15","Monday",17,2,71,54,4610,5,0,0,4759,0,0,0,0,0,0
"2016-02-16","Tuesday",12,1,71,52,4770,4,0,1,4911,0,0,0,0,0,0
"2016-02-17","Wednesday",9,1,77,50,4532,5,0,0,4674,0,0,0,0,0,0
"2016-02-18","Thursday",12,0,79,37,4046,3,0,1,4178,0,0,0,0,0,0
"2016-02-19","Friday",10,0,67,44,2823,6,0,0,2950,0,0,0,0,0,0
"2016-02-20","Saturday",3,0,48,31,1867,0,0,0,1949,1,0,0,0,0,0
"2016-02-21","Sunday",7,0,37,34,2073,0,0,0,2151,1,0,0,0,0,0
"2016-02-22","Monday",18,0,80,50,4757,4,0,0,4909,0,0,0,0,0,0
"2016-02-23","Tuesday",8,1,68,49,4709,4,0,1,4840,0,0,0,0,0,0
"2016-02-24","Wednesday",6,0,69,54,4213,5,0,0,4347,0,0,0,0,0,0
"2016-02-25","Thursday",5,0,61,38,4065,4,0,1,4174,0,0,0,0,0,0
"2016-02-26","Friday",8,0,68,46,2730,2,0,0,2854,0,0,0,0,0,0
"2016-02-27","Saturday",3,0,40,38,1990,2,0,0,2073,1,0,0,0,0,0
"2016-02-28","Sunday",12,0,50,23,1942,0,0,0,2027,1,0,0,0,0,0
"2016-02-29","Monday",11,1,71,54,4610,9,0,0,4756,0,0,0,0,0,0
"2016-03-01","Tuesday",12,1,77,48,4584,4,0,1,4727,0,0,0,0,0,0
"2016-03-02","Wednesday",10,1,72,51,4296,5,0,0,4435,0,0,0,0,0,0
"2016-03-03","Thursday",9,0,76,44,4187,4,0,1,4321,0,0,0,0,0,0
"2016-03-04","Friday",4,0,52,38,2701,3,0,0,2798,0,0,0,0,0,0
"2016-03-05","Saturday",5,0,36,37,1758,2,0,0,1838,1,0,0,0,0,0
"2016-03-06","Sunday",12,0,58,24,2054,1,0,0,2149,1,0,0,0,0,0
"2016-03-07","Monday",10,0,73,62,4513,6,0,0,4664,0,0,0,0,0,1
"2016-03-08","Tuesday",10,0,74,44,4134,6,0,0,4268,0,0,0,0,0,1
"2016-03-09","Wednesday",15,0,57,49,4085,12,0,0,4218,0,0,0,0,0,1
"2016-03-10","Thursday",6,0,70,47,3980,4,0,1,4108,0,0,0,0,0,1
"2016-03-11","Friday",11,0,58,38,2576,2,0,0,2685,0,0,0,0,0,1
"2016-03-12","Saturday",6,0,30,34,1857,1,0,0,1928,1,0,0,0,0,1
"2016-03-13","Sunday",10,0,37,34,1855,0,0,0,1936,1,0,0,0,0,1
"2016-03-14","Monday",8,0,62,51,2542,5,0,0,2668,0,0,0,0,1,0
"2016-03-15","Tuesday",13,0,64,50,2320,4,0,0,2451,0,0,0,0,1,0
"2016-03-16","Wednesday",19,0,55,53,2026,2,0,0,2155,0,0,0,0,1,0
"2016-03-17","Thursday",5,0,28,32,1016,2,0,0,1083,0,0,0,0,1,0
"2016-03-18","Friday",5,0,23,19,779,1,0,0,827,0,0,0,0,1,0
"2016-03-19","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2016-03-20","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2016-03-21","Monday",6,0,33,42,636,3,0,0,720,0,0,0,1,0,0
"2016-03-22","Tuesday",9,0,36,33,494,2,0,0,574,0,0,0,0,0,0
"2016-03-23","Wednesday",8,0,26,41,502,1,0,0,578,0,0,0,0,0,0
"2016-03-24","Thursday",6,0,19,24,521,2,0,0,572,0,0,0,0,0,0
"2016-03-25","Friday",4,0,22,22,526,9,0,0,583,0,0,0,0,0,0
"2016-03-26","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2016-03-27","Sunday",2,0,8,13,767,0,0,0,790,1,0,0,1,0,0
"2016-03-28","Monday",9,0,32,60,5234,12,0,2,5349,0,0,0,0,0,0
"2016-03-29","Tuesday",14,0,27,56,5228,7,0,0,5332,0,0,0,0,0,0
"2016-03-30","Wednesday",7,0,44,50,5075,9,0,0,5185,0,0,0,0,0,0
"2016-03-31","Thursday",9,0,40,38,4501,6,0,0,4594,0,0,0,0,0,0
"2016-04-01","Friday",5,0,33,26,2627,2,0,0,2693,0,0,0,0,0,0
"2016-04-02","Saturday",1,0,27,29,1698,1,0,0,1756,1,0,0,0,0,0
"2016-04-03","Sunday",2,0,19,31,2149,1,0,0,2202,1,0,0,0,0,0
"2016-04-04","Monday",6,0,62,56,5218,8,0,0,5350,0,0,0,0,0,0
"2016-04-05","Tuesday",8,0,57,64,5322,4,0,0,5455,0,0,0,0,0,0
"2016-04-06","Wednesday",9,0,60,51,4992,7,0,0,5119,0,0,0,0,0,0
"2016-04-07","Thursday",9,0,49,55,4079,3,0,0,4195,0,0,0,0,0,0
"2016-04-08","Friday",6,0,37,47,2674,0,0,0,2764,0,0,0,0,0,0
"2016-04-09","Saturday",4,0,20,22,1722,0,0,0,1768,1,0,0,0,0,0
"2016-04-10","Sunday",8,0,27,47,2021,2,0,0,2105,1,0,0,0,0,0
"2016-04-11","Monday",11,1,68,56,4822,5,0,2,4965,0,0,0,0,0,0
"2016-04-12","Tuesday",8,0,71,67,4617,6,0,0,4769,0,0,0,0,0,0
"2016-04-13","Wednesday",11,0,59,64,4411,6,0,0,4551,0,0,0,0,0,0
"2016-04-14","Thursday",8,0,52,41,4053,5,0,0,4159,0,0,0,0,0,0
"2016-04-15","Friday",5,0,41,51,2878,1,0,0,2976,0,0,0,0,0,0
"2016-04-16","Saturday",7,0,33,39,1621,0,0,0,1700,1,0,0,0,0,0
"2016-04-17","Sunday",6,0,23,35,1703,0,0,0,1767,1,0,0,0,0,0
"2016-04-18","Monday",10,0,72,66,4379,10,0,0,4537,0,0,0,0,0,0
"2016-04-19","Tuesday",8,0,59,55,4468,3,0,0,4593,0,0,0,0,0,0
"2016-04-20","Wednesday",9,0,43,54,3940,5,0,0,4051,0,0,0,0,0,0
"2016-04-21","Thursday",5,0,50,47,3997,10,0,0,4109,0,0,0,0,0,0
"2016-04-22","Friday",9,0,47,41,2791,0,0,0,2888,0,0,0,0,0,0
"2016-04-23","Saturday",3,0,35,36,1780,0,0,0,1854,1,0,0,0,0,0
"2016-04-24","Sunday",8,0,31,40,1812,0,0,0,1891,1,0,0,0,0,0
"2016-04-25","Monday",12,0,53,51,4416,11,0,0,4543,0,0,0,0,0,0
"2016-04-26","Tuesday",11,0,65,54,4327,3,0,0,4460,0,0,0,0,0,0
"2016-04-27","Wednesday",15,0,47,58,4235,8,0,0,4363,0,0,0,0,0,0
"2016-04-28","Thursday",8,0,40,51,3850,5,0,0,3954,0,0,0,0,0,0
"2016-04-29","Friday",5,0,42,50,2608,0,0,0,2705,0,0,0,0,0,0
"2016-04-30","Saturday",2,0,22,34,1320,0,0,0,1378,1,0,0,0,0,0
"2016-05-01","Sunday",4,0,23,28,1690,0,0,0,1745,1,0,0,0,0,0
"2016-05-02","Monday",7,0,50,53,4398,8,0,0,4516,0,0,0,0,0,0
"2016-05-03","Tuesday",8,0,62,56,4706,4,0,0,4836,0,0,0,0,0,0
"2016-05-04","Wednesday",6,0,65,62,4362,6,0,0,4501,0,0,0,0,0,0
"2016-05-05","Thursday",8,0,42,63,3818,3,0,0,3934,0,0,0,0,0,0
"2016-05-06","Friday",4,0,42,38,2172,1,0,0,2257,0,0,0,0,0,0
"2016-05-07","Saturday",6,0,20,22,1199,0,0,0,1247,1,0,0,0,0,0
"2016-05-08","Sunday",3,0,27,32,1504,0,0,0,1566,1,0,0,0,0,0
"2016-05-09","Monday",8,0,59,51,4237,6,0,2,4363,0,0,0,0,0,0
"2016-05-10","Tuesday",7,0,57,58,4262,4,0,0,4388,0,0,0,0,0,0
"2016-05-11","Wednesday",11,0,65,54,4124,7,0,0,4261,0,0,0,0,0,0
"2016-05-12","Thursday",7,0,46,43,3859,4,0,0,3959,0,0,0,0,0,0
"2016-05-13","Friday",4,0,36,48,2426,6,0,0,2520,0,0,0,0,0,0
"2016-05-14","Saturday",6,0,31,27,1766,2,0,0,1832,1,0,0,0,0,0
"2016-05-15","Sunday",8,0,26,35,1701,1,0,0,1771,1,0,0,0,0,0
"2016-05-16","Monday",7,0,52,58,4117,6,0,1,4241,0,0,0,0,0,0
"2016-05-17","Tuesday",8,0,53,57,4150,5,0,0,4273,0,0,0,0,0,0
"2016-05-18","Wednesday",8,0,52,52,3905,7,0,0,4024,0,0,0,0,0,0
"2016-05-19","Thursday",4,0,48,47,3376,3,0,0,3478,0,0,0,0,0,0
"2016-05-20","Friday",10,0,36,45,2184,2,0,0,2277,0,0,0,0,0,0
"2016-05-21","Saturday",3,0,34,26,1435,2,0,0,1500,1,0,0,0,0,0
"2016-05-22","Sunday",6,0,30,30,1449,1,0,0,1516,1,0,0,0,0,0
"2016-05-23","Monday",14,0,53,45,3804,9,0,1,3926,0,0,0,0,0,0
"2016-05-24","Tuesday",7,0,49,43,3819,3,0,0,3921,0,0,0,0,0,0
"2016-05-25","Wednesday",8,0,54,36,3620,7,0,0,3725,0,0,0,0,0,0
"2016-05-26","Thursday",7,0,51,45,3253,3,0,0,3359,0,0,0,0,0,0
"2016-05-27","Friday",8,0,30,34,2017,2,0,0,2091,0,0,0,0,0,0
"2016-05-28","Saturday",3,0,24,24,1232,0,0,0,1283,1,0,0,0,0,0
"2016-05-29","Sunday",5,0,21,29,1358,2,0,0,1415,1,0,0,0,0,0
"2016-05-30","Monday",5,0,24,32,1316,0,0,0,1377,0,0,0,0,0,1
"2016-05-31","Tuesday",3,0,44,52,3590,4,0,0,3693,0,0,0,0,0,1
"2016-06-01","Wednesday",12,0,53,41,3635,5,0,0,3746,0,0,0,0,0,1
"2016-06-02","Thursday",8,0,45,47,3363,3,0,0,3466,0,0,0,0,0,1
"2016-06-03","Friday",8,0,43,40,2129,5,0,0,2225,0,0,0,0,0,1
"2016-06-04","Saturday",5,0,31,31,1377,0,0,0,1444,1,0,0,0,0,1
"2016-06-05","Sunday",6,0,25,30,1527,0,0,0,1588,1,0,0,0,0,1
"2016-06-06","Monday",8,0,35,45,2249,5,0,0,2342,0,0,0,0,1,0
"2016-06-07","Tuesday",8,0,45,52,1898,0,0,0,2003,0,0,0,0,1,0
"2016-06-08","Wednesday",1,0,32,46,1614,0,0,0,1693,0,0,0,0,1,0
"2016-06-09","Thursday",6,0,26,29,1126,1,0,0,1188,0,0,0,0,1,0
"2016-06-10","Friday",8,0,22,33,784,3,0,0,850,0,0,0,0,1,0
"2016-06-11","Saturday",6,0,10,10,0,0,0,0,26,1,0,1,0,0,0
"2016-06-12","Sunday",3,0,13,9,0,0,0,0,25,1,0,1,1,0,0
"2016-06-13","Monday",7,0,24,24,401,4,0,0,460,0,0,0,1,0,0
"2016-06-14","Tuesday",7,0,25,27,543,2,0,0,604,0,0,0,0,0,0
"2016-06-15","Wednesday",6,0,21,35,540,1,0,0,603,0,0,0,0,0,0
"2016-06-16","Thursday",8,0,18,28,510,0,0,0,564,0,0,0,0,0,0
"2016-06-17","Friday",0,0,21,27,484,0,0,0,532,0,0,0,0,0,0
"2016-06-18","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2016-06-19","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2016-06-20","Monday",10,0,29,23,1252,41,0,0,1355,0,0,0,1,0,0
"2016-06-21","Tuesday",18,0,30,27,942,30,0,0,1047,0,0,0,0,0,0
"2016-06-22","Wednesday",13,0,26,27,860,30,0,0,956,0,0,0,0,0,0
"2016-06-23","Thursday",19,0,27,17,746,18,0,0,827,0,0,0,0,0,0
"2016-06-24","Friday",16,0,26,21,670,35,0,0,768,0,0,0,0,0,0
"2016-06-25","Saturday",6,0,17,13,332,4,0,0,372,1,0,0,0,0,0
"2016-06-26","Sunday",4,0,10,19,317,14,0,0,364,1,0,0,0,0,0
"2016-06-27","Monday",17,0,38,36,928,21,0,0,1040,0,0,0,0,0,0
"2016-06-28","Tuesday",18,0,35,40,953,11,0,0,1057,0,0,0,0,0,0
"2016-06-29","Wednesday",17,0,37,35,803,10,0,0,902,0,0,0,0,0,0
"2016-06-30","Thursday",12,0,27,22,759,8,0,0,828,0,0,0,0,0,0
"2016-07-01","Friday",17,0,33,37,667,8,0,0,762,0,0,0,0,0,0
"2016-07-02","Saturday",5,0,11,8,328,5,0,0,357,1,0,0,0,0,0
"2016-07-03","Sunday",6,0,17,16,316,6,0,0,361,1,0,0,0,0,0
"2016-07-04","Monday",3,0,22,19,254,8,0,0,306,0,0,0,0,0,0
"2016-07-05","Tuesday",14,0,38,25,713,11,0,0,801,0,0,0,0,0,0
"2016-07-06","Wednesday",10,0,28,33,812,8,0,0,891,0,0,0,0,0,0
"2016-07-07","Thursday",11,0,34,25,791,12,0,0,873,0,0,0,0,0,0
"2016-07-08","Friday",12,0,25,26,634,16,0,0,713,0,0,0,0,0,0
"2016-07-09","Saturday",5,0,19,18,414,4,0,0,460,1,0,0,0,0,0
"2016-07-10","Sunday",4,0,14,13,346,7,0,0,384,1,0,0,0,0,0
"2016-07-11","Monday",21,0,29,35,849,8,0,0,942,0,0,0,0,0,0
"2016-07-12","Tuesday",11,0,26,26,820,8,0,0,891,0,0,0,0,0,0
"2016-07-13","Wednesday",7,0,23,28,761,2,0,0,821,0,0,0,0,0,0
"2016-07-14","Thursday",8,0,33,21,627,0,0,0,689,0,0,0,0,0,0
"2016-07-15","Friday",19,0,34,27,534,13,0,0,627,0,0,0,0,0,0
"2016-07-16","Saturday",5,0,19,15,310,4,0,0,353,1,0,0,0,0,0
"2016-07-17","Sunday",8,0,16,14,340,2,0,0,380,1,0,0,0,0,0
"2016-07-18","Monday",18,0,25,29,797,10,0,0,879,0,0,0,0,0,0
"2016-07-19","Tuesday",14,0,36,27,800,9,0,0,886,0,0,0,0,0,0
"2016-07-20","Wednesday",14,0,32,30,727,5,0,0,808,0,0,0,0,0,0
"2016-07-21","Thursday",13,0,27,23,699,7,0,0,769,0,0,0,0,0,0
"2016-07-22","Friday",11,0,27,27,574,2,0,0,641,0,0,0,0,0,0
"2016-07-23","Saturday",8,0,14,15,275,3,0,0,315,1,0,0,0,0,0
"2016-07-24","Sunday",8,0,21,19,286,3,0,0,337,1,0,0,0,0,0
"2016-07-25","Monday",10,0,39,35,746,5,0,0,835,0,0,0,0,0,0
"2016-07-26","Tuesday",6,0,29,28,741,2,0,0,806,0,0,0,0,0,0
"2016-07-27","Wednesday",8,0,34,30,739,6,0,0,817,0,0,0,0,0,0
"2016-07-28","Thursday",3,0,34,25,669,3,0,0,734,0,0,0,0,0,0
"2016-07-29","Friday",9,0,23,29,530,3,0,0,594,0,0,0,0,0,0
"2016-07-30","Saturday",1,0,20,20,255,0,0,0,296,1,0,0,0,0,0
"2016-07-31","Sunday",3,0,18,19,312,1,0,0,353,1,0,0,0,0,0
"2016-08-01","Monday",9,0,36,32,727,2,0,0,806,0,0,0,0,0,0
"2016-08-02","Tuesday",6,0,37,37,676,3,0,0,759,0,0,0,0,0,0
"2016-08-03","Wednesday",9,0,35,32,717,5,0,0,798,0,0,0,0,0,0
"2016-08-04","Thursday",4,0,38,30,680,5,0,0,757,0,0,0,0,0,0
"2016-08-05","Friday",12,0,32,36,607,1,0,0,688,0,0,0,0,0,0
"2016-08-06","Saturday",1,0,17,12,275,1,0,0,306,1,0,0,0,0,0
"2016-08-07","Sunday",7,0,21,19,306,1,0,0,354,1,0,0,0,0,0
"2016-08-08","Monday",4,0,36,33,634,0,0,0,707,0,0,0,0,0,0
"2016-08-09","Tuesday",10,0,32,25,632,1,0,0,700,0,0,0,0,0,0
"2016-08-10","Wednesday",13,0,43,40,560,4,0,0,660,0,0,0,0,0,0
"2016-08-11","Thursday",5,0,32,29,481,2,0,0,549,0,0,0,0,0,0
"2016-08-12","Friday",11,0,22,30,400,2,0,0,465,0,0,0,0,0,0
"2016-08-13","Saturday",3,0,21,19,211,2,0,0,256,1,0,0,0,0,0
"2016-08-14","Sunday",4,0,18,16,223,0,0,0,261,1,0,0,0,0,0
"2016-08-15","Monday",5,0,33,27,499,1,0,0,565,0,0,0,0,0,0
"2016-08-16","Tuesday",14,0,37,27,486,1,0,0,565,0,0,0,0,0,0
"2016-08-17","Wednesday",9,0,31,32,497,2,0,0,571,0,0,0,0,0,0
"2016-08-18","Thursday",10,0,24,20,403,1,0,0,458,0,0,0,0,0,0
"2016-08-19","Friday",12,0,26,33,343,1,0,0,415,0,0,0,0,0,0
"2016-08-20","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2016-08-21","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2016-08-22","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2016-08-23","Tuesday",0,0,0,0,0,10,0,0,10,0,0,1,1,0,0
"2016-08-24","Wednesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2016-08-25","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2016-08-26","Friday",0,0,0,0,1,8,0,0,9,0,0,0,1,0,0
"2016-08-27","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2016-08-28","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2016-08-29","Monday",7,0,31,24,444,0,0,0,506,0,0,0,1,0,0
"2016-08-30","Tuesday",5,0,25,19,386,0,0,0,435,0,0,0,0,0,0
"2016-08-31","Wednesday",7,0,30,25,354,1,0,0,417,0,0,0,0,0,0
"2016-09-01","Thursday",3,0,26,12,330,2,0,0,373,0,0,0,0,0,0
"2016-09-02","Friday",9,0,23,25,267,0,0,0,324,0,0,0,0,0,0
"2016-09-03","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2016-09-04","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2016-09-05","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2016-09-06","Tuesday",13,0,34,34,352,2,0,0,435,0,0,0,1,0,0
"2016-09-07","Wednesday",5,0,39,30,402,1,0,0,477,0,0,0,0,0,0
"2016-09-08","Thursday",7,0,32,22,300,3,0,0,364,0,0,0,0,0,0
"2016-09-09","Friday",8,0,25,27,262,3,0,0,325,0,0,0,0,0,0
"2016-09-10","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2016-09-11","Sunday",0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
"2016-09-12","Monday",17,0,37,35,319,2,0,0,410,0,0,0,1,0,0
"2016-09-13","Tuesday",13,0,30,28,342,6,0,0,419,0,0,0,0,0,0
"2016-09-14","Wednesday",13,0,40,25,297,3,0,0,378,0,0,0,0,0,0
"2016-09-15","Thursday",8,0,30,22,294,1,0,0,355,0,0,0,0,0,0
"2016-09-16","Friday",10,0,36,23,257,2,0,0,328,0,0,0,0,0,0
"2016-09-17","Saturday",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"2016-09-18","Sunday",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"2016-09-19","Monday",2,0,41,25,998,27,0,0,1093,0,0,0,0,0,0
"2016-09-20","Tuesday",7,0,39,26,1150,9,0,0,1231,0,0,0,0,0,0
"2016-09-21","Wednesday",4,0,42,22,1253,10,0,0,1331,0,0,0,0,0,0
"2016-09-22","Thursday",2,0,41,25,2356,9,0,1,2434,0,0,0,0,0,0
"2016-09-23","Friday",9,0,34,19,2353,20,0,0,2435,0,0,0,0,0,0
"2016-09-24","Saturday",2,0,9,4,1159,3,0,0,1177,1,0,0,0,0,0
"2016-09-25","Sunday",1,0,24,16,2376,1,0,0,2418,1,0,0,0,0,0
"2016-09-26","Monday",6,0,46,47,5999,33,0,0,6131,0,0,0,0,0,0
"2016-09-27","Tuesday",10,0,52,40,5526,32,0,0,5660,0,0,0,0,0,0
